;pop_size;gen;px;pm;tour;;;;;;;;;pop_size;gen;;;;;;;;Best;Worst;Average
2;500;600;0.7;0.1;100;;;803,311;;;;;;;;;;;;;;;;;
3;500;600;0.7;0.1;100;;;860,9606;;;;;;;;;;;;;;;;;
4;500;600;0.7;0.1;100;;;865,4117;;;;;;;;;;;;;;;;;
5;500;600;0.7;0.1;100;;;855,2625;;;;;;;;;;;;;;;;;
6;500;600;0.7;0.1;100;;;862,2273;;;;;;;;;;;;;;;;;
7;500;600;0.7;0.1;100;;;850,48596;;;;;;;;;;;;;;;;;
8;500;600;0.7;0.1;100;;;955,06824;;Best;Worst;Average;;;;;;;;;;;;;
9;500;600;0.7;0.1;100;;;817,8442;;803,311;955,06824;862,102011;;;;;;;;;;;;;
0;500;650;0.7;0.1;100;;;895,58575;;;;;;;;;;;;;;;;;
1;500;650;0.7;0.1;100;;;908,22577;;;;;;;;;;;;;;;;;
2;500;650;0.7;0.1;100;;;863,16235;;;;;;;;;;;;;;;;;
3;500;650;0.7;0.1;100;;;934,63;;;;;;;;;;;;;;;;;
4;500;650;0.7;0.1;100;;;848,2814;;;;;;;;;;;;;;;;;
5;500;650;0.7;0.1;100;;;859,95306;;;;;;;;;;;;;;;;;
6;500;650;0.7;0.1;100;;;851,9431;;;;;;;;;;;;;;;;;
7;500;650;0.7;0.1;100;;;867,50946;;;;;;;;;;;;;;;;;
8;500;650;0.7;0.1;100;;;837,66315;;Best;Worst;Average;;;;;;;;;;;;;
9;500;650;0.7;0.1;100;;;869,1631;;837,66315;934,63;873,611714;;;;;;;;;;;;;
0;500;700;0.7;0.1;100;;;876,3752;;;;;;;;;;;;;;;;;
1;500;700;0.7;0.1;100;;;923,85065;;;;;;;;;;;;;;;;;
2;500;700;0.7;0.1;100;;;877,67487;;;;;;;;;;;;;;;;;
3;500;700;0.7;0.1;100;;;946,8588;;;;;;;;;;;;;;;;;
4;500;700;0.7;0.1;100;;;838,73425;;;;;;;;;;;;;;;;;
5;500;700;0.7;0.1;100;;;903,1374;;;;;;;;;;;;;;;;;
6;500;700;0.7;0.1;100;;;983,1908;;;;;;;;;;;;;;;;;
7;500;700;0.7;0.1;100;;;938,4026;;;;;;;;;;;;;;;;;
8;500;700;0.7;0.1;100;;;902,2102;;Best;Worst;Average;;;;;;;;;;;;;
9;500;700;0.7;0.1;100;;;987,51624;;838,73425;987,51624;917,795101;;;;;;;;;;;;;
0;500;750;0.7;0.1;100;;;894,5038;;;;;;;;;;;;;;;;;
1;500;750;0.7;0.1;100;;;925,12994;;;;;;;;;;;;;;;;;
2;500;750;0.7;0.1;100;;;860,1515;;;;;;;;;;;;;;;;;
3;500;750;0.7;0.1;100;;;945,9903;;;;;;;;;;;;;;;;;
4;500;750;0.7;0.1;100;;;912,3755;;;;;;;;;;;;;;;;;
5;500;750;0.7;0.1;100;;;810,57355;;;;;;;;;;;;;;;;;
6;500;750;0.7;0.1;100;;;823,7503;;;;;;;;;;;;;;;;;
7;500;750;0.7;0.1;100;;;841,85516;;;;;;;;;;;;;;;;;
8;500;750;0.7;0.1;100;;;899,4534;;Best;Worst;Average;;;;;;;;;;;;;
9;500;750;0.7;0.1;100;;;924,2907;;810,57355;945,9903;883,807415;;;;;;;;;;;;;
0;500;800;0.7;0.1;100;;;851,5182;;;;;;;;;;;;;;;;;
1;500;800;0.7;0.1;100;;;801,99445;;;;;;;;;;;;;;;;;
2;500;800;0.7;0.1;100;;;842,865;;;;;;;;;;;;;;;;;
3;500;800;0.7;0.1;100;;;907,56384;;;;;;;;;;;;;;;;;
4;500;800;0.7;0.1;100;;;851,70605;;;;;;;;;;;;;;;;;
5;500;800;0.7;0.1;100;;;974,7768;;;;;;;;;;;;;;;;;
6;500;800;0.7;0.1;100;;;875,82336;;;;;;;;;;;;;;;;;
7;500;800;0.7;0.1;100;;;914,24133;;;;;;;;;;;;;;;;;
8;500;800;0.7;0.1;100;;;857,2944;;Best;Worst;Average;;;;;;;;;;;;;
9;500;800;0.7;0.1;100;;;909,4013;;801,99445;974,7768;878,718473;;;;;;;;;;;;;
0;500;850;0.7;0.1;100;;;947,1682;;;;;;;;;;;;;;;;;
1;500;850;0.7;0.1;100;;;908,20996;;;;;;;;;;;;;;;;;
2;500;850;0.7;0.1;100;;;825,9008;;;;;;;;;;;;;;;;;
3;500;850;0.7;0.1;100;;;840,7003;;;;;;;;;;;;;;;;;
4;500;850;0.7;0.1;100;;;875,8507;;;;;;;;;;;;;;;;;
5;500;850;0.7;0.1;100;;;922,1625;;;;;;;;;;;;;;;;;
6;500;850;0.7;0.1;100;;;926,52893;;;;;;;;;;;;;;;;;
7;500;850;0.7;0.1;100;;;863,10925;;;;;;;;;;;;;;;;;
8;500;850;0.7;0.1;100;;;888,8234;;Best;Worst;Average;;;;;;;;;;;;;
9;500;850;0.7;0.1;100;;;864,8376;;825,9008;947,1682;886,329164;;;;;;;;;;;;;
0;500;900;0.7;0.1;100;;;901,2108;;;;;;;;;;;;;;;;;
1;500;900;0.7;0.1;100;;;891,9413;;;;;;;;;;;;;;;;;
2;500;900;0.7;0.1;100;;;894,985;;;;;;;;;;;;;;;;;
3;500;900;0.7;0.1;100;;;867,2059;;;;;;;;;;;;;;;;;
4;500;900;0.7;0.1;100;;;872,1329;;;;;;;;;;;;;;;;;
5;500;900;0.7;0.1;100;;;877,13245;;;;;;;;;;;;;;;;;
6;500;900;0.7;0.1;100;;;920,1889;;;;;;;;;;;;;;;;;
7;500;900;0.7;0.1;100;;;799,64215;;;;;;;;;;;;;;;;;
8;500;900;0.7;0.1;100;;;871,80334;;Best;Worst;Average;;;;;;;;;;;;;
9;500;900;0.7;0.1;100;;;858,51965;;799,64215;920,1889;875,476239;;;;;;;;;;;;;
0;500;950;0.7;0.1;100;;;882,49493;;;;;;;;;;;;;;;;;
1;500;950;0.7;0.1;100;;;822,28406;;;;;;;;;;;;;;;;;
2;500;950;0.7;0.1;100;;;837,5405;;;;;;;;;;;;;;;;;
3;500;950;0.7;0.1;100;;;885,3556;;;;;;;;;;;;;;;;;
4;500;950;0.7;0.1;100;;;811,948;;;;;;;;;;;;;;;;;
5;500;950;0.7;0.1;100;;;896,53564;;;;;;;;;;;;;;;;;
6;500;950;0.7;0.1;100;;;813,155;;;;;;;;;;;;;;;;;
7;500;950;0.7;0.1;100;;;913,3205;;;;;;;;;;;;;;;;;
8;500;950;0.7;0.1;100;;;842,14886;;Best;Worst;Average;;;;;;;;;;;;;
9;500;950;0.7;0.1;100;;;835,5512;;811,948;913,3205;854,033429;;;;;;;;;;;;;
0;500;1000;0.7;0.1;100;;;867,59576;;;;;;;;;;;;;;;;;
1;500;1000;0.7;0.1;100;;;899,4515;;;;;;;;;;;;;;;;;
2;500;1000;0.7;0.1;100;;;828,7002;;;;;;;;;;;;;;;;;
3;500;1000;0.7;0.1;100;;;966,44904;;;;;;;;;;;;;;;;;
4;500;1000;0.7;0.1;100;;;858,5856;;;;;;;;;;;;;;;;;
5;500;1000;0.7;0.1;100;;;839,053;;;;;;;;;;;;;;;;;
6;500;1000;0.7;0.1;100;;;912,0746;;;;;;;;;;;;;;;;;
7;500;1000;0.7;0.1;100;;;817,591;;;;;;;;;;;;;;;;;
8;500;1000;0.7;0.1;100;;;884,47534;;Best;Worst;Average;;;;;;;;;;;;;
9;500;1000;0.7;0.1;100;;;873,189;;817,591;966,44904;874,716504;;;;;;;;;;;;;
0;550;100;0.7;0.1;110;;;879,8843;;;;;;;;;;;;;;;;;
1;550;100;0.7;0.1;110;;;972,5912;;;;;;;;;;;;;;;;;
2;550;100;0.7;0.1;110;;;1007,10034;;;;;;;;;;;;;;;;;
3;550;100;0.7;0.1;110;;;997,3785;;;;;;;;;;;;;;;;;
4;550;100;0.7;0.1;110;;;874,5086;;;;;;;;;;;;;;;;;
5;550;100;0.7;0.1;110;;;855,6322;;;;;;;;;;;;;;;;;
6;550;100;0.7;0.1;110;;;910,5378;;;;;;;;;;;;;;;;;
7;550;100;0.7;0.1;110;;;856,99713;;;;;;;;;;;;;;;;;
8;550;100;0.7;0.1;110;;;934,262;;Best;Worst;Average;;;;;;;;;;;;;
9;550;100;0.7;0.1;110;;;966,69507;;855,6322;1007,10034;925,558714;;;;;;;;;;;;;
0;550;150;0.7;0.1;110;;;849,6978;;;;;;;;;;;;;;;;;
1;550;150;0.7;0.1;110;;;863,5757;;;;;;;;;;;;;;;;;
2;550;150;0.7;0.1;110;;;911,92786;;;;;;;;;;;;;;;;;
3;550;150;0.7;0.1;110;;;868,2598;;;;;;;;;;;;;;;;;
4;550;150;0.7;0.1;110;;;866,43634;;;;;;;;;;;;;;;;;
5;550;150;0.7;0.1;110;;;933,0816;;;;;;;;;;;;;;;;;
6;550;150;0.7;0.1;110;;;910,1062;;;;;;;;;;;;;;;;;
7;550;150;0.7;0.1;110;;;835,6899;;;;;;;;;;;;;;;;;
8;550;150;0.7;0.1;110;;;895,85364;;Best;Worst;Average;;;;;;;;;;;;;
9;550;150;0.7;0.1;110;;;927,8672;;835,6899;933,0816;886,249604;;;;;;;;;;;;;
0;550;200;0.7;0.1;110;;;942,2406;;;;;;;;;;;;;;;;;
1;550;200;0.7;0.1;110;;;898,6732;;;;;;;;;;;;;;;;;
2;550;200;0.7;0.1;110;;;871,2629;;;;;;;;;;;;;;;;;
3;550;200;0.7;0.1;110;;;927,9732;;;;;;;;;;;;;;;;;
4;550;200;0.7;0.1;110;;;965,80164;;;;;;;;;;;;;;;;;
5;550;200;0.7;0.1;110;;;840,46545;;;;;;;;;;;;;;;;;
6;550;200;0.7;0.1;110;;;977,13837;;;;;;;;;;;;;;;;;
7;550;200;0.7;0.1;110;;;881,27594;;;;;;;;;;;;;;;;;
8;550;200;0.7;0.1;110;;;816,71075;;Best;Worst;Average;;;;;;;;;;;;;
9;550;200;0.7;0.1;110;;;904,10944;;816,71075;977,13837;902,565149;;;;;;;;;;;;;
0;550;250;0.7;0.1;110;;;863,9536;;;;;;;;;;;;;;;;;
1;550;250;0.7;0.1;110;;;889,6561;;;;;;;;;;;;;;;;;
2;550;250;0.7;0.1;110;;;810,6941;;;;;;;;;;;;;;;;;
3;550;250;0.7;0.1;110;;;937,11334;;;;;;;;;;;;;;;;;
4;550;250;0.7;0.1;110;;;814,6438;;;;;;;;;;;;;;;;;
5;550;250;0.7;0.1;110;;;846,9348;;;;;;;;;;;;;;;;;
6;550;250;0.7;0.1;110;;;1082,418;;;;;;;;;;;;;;;;;
7;550;250;0.7;0.1;110;;;865,5032;;;;;;;;;;;;;;;;;
8;550;250;0.7;0.1;110;;;864,1123;;Best;Worst;Average;;;;;;;;;;;;;
9;550;250;0.7;0.1;110;;;931,3025;;810,6941;1082,418;890,633174;;;;;;;;;;;;;
0;550;300;0.7;0.1;110;;;858,2655;;;;;;;;;;;;;;;;;
1;550;300;0.7;0.1;110;;;866,8659;;;;;;;;;;;;;;;;;
2;550;300;0.7;0.1;110;;;828,70013;;;;;;;;;;;;;;;;;
3;550;300;0.7;0.1;110;;;863,7616;;;;;;;;;;;;;;;;;
4;550;300;0.7;0.1;110;;;882,17365;;;;;;;;;;;;;;;;;
5;550;300;0.7;0.1;110;;;861,3138;;;;;;;;;;;;;;;;;
6;550;300;0.7;0.1;110;;;842,14185;;;;;;;;;;;;;;;;;
7;550;300;0.7;0.1;110;;;901,8083;;;;;;;;;;;;;;;;;
8;550;300;0.7;0.1;110;;;846,06146;;Best;Worst;Average;;;;;;;;;;;;;
9;550;300;0.7;0.1;110;;;874,6237;;828,70013;901,8083;862,571589;;;;;;;;;;;;;
0;550;350;0.7;0.1;110;;;852,9436;;;;;;;;;;;;;;;;;
1;550;350;0.7;0.1;110;;;833,11676;;;;;;;;;;;;;;;;;
2;550;350;0.7;0.1;110;;;939,87915;;;;;;;;;;;;;;;;;
3;550;350;0.7;0.1;110;;;851,2637;;;;;;;;;;;;;;;;;
4;550;350;0.7;0.1;110;;;906,85754;;;;;;;;;;;;;;;;;
5;550;350;0.7;0.1;110;;;885,75446;;;;;;;;;;;;;;;;;
6;550;350;0.7;0.1;110;;;901,6105;;;;;;;;;;;;;;;;;
7;550;350;0.7;0.1;110;;;844,787;;;;;;;;;;;;;;;;;
8;550;350;0.7;0.1;110;;;886,44763;;Best;Worst;Average;;;;;;;;;;;;;
9;550;350;0.7;0.1;110;;;882,89026;;833,11676;939,87915;878,55506;;;;;;;;;;;;;
0;550;400;0.7;0.1;110;;;860,8533;;;;;;;;;;;;;;;;;
1;550;400;0.7;0.1;110;;;849,1923;;;;;;;;;;;;;;;;;
2;550;400;0.7;0.1;110;;;847,3902;;;;;;;;;;;;;;;;;
3;550;400;0.7;0.1;110;;;838,4717;;;;;;;;;;;;;;;;;
4;550;400;0.7;0.1;110;;;881,7692;;;;;;;;;;;;;;;;;
5;550;400;0.7;0.1;110;;;1020,205;;;;;;;;;;;;;;;;;
6;550;400;0.7;0.1;110;;;901,6162;;;;;;;;;;;;;;;;;
7;550;400;0.7;0.1;110;;;884,18506;;;;;;;;;;;;;;;;;
8;550;400;0.7;0.1;110;;;873,17126;;Best;Worst;Average;;;;;;;;;;;;;
9;550;400;0.7;0.1;110;;;918,8491;;838,4717;1020,205;887,570332;;;;;;;;;;;;;
0;550;450;0.7;0.1;110;;;917,0025;;;;;;;;;;;;;;;;;
1;550;450;0.7;0.1;110;;;833,0445;;;;;;;;;;;;;;;;;
2;550;450;0.7;0.1;110;;;916,8987;;;;;;;;;;;;;;;;;
3;550;450;0.7;0.1;110;;;948,11115;;;;;;;;;;;;;;;;;
4;550;450;0.7;0.1;110;;;857,57074;;;;;;;;;;;;;;;;;
5;550;450;0.7;0.1;110;;;830,1231;;;;;;;;;;;;;;;;;
6;550;450;0.7;0.1;110;;;838,42267;;;;;;;;;;;;;;;;;
7;550;450;0.7;0.1;110;;;833,11676;;;;;;;;;;;;;;;;;
8;550;450;0.7;0.1;110;;;841,93365;;Best;Worst;Average;;;;;;;;;;;;;
9;550;450;0.7;0.1;110;;;929,4409;;830,1231;948,11115;874,566467;;;;;;;;;;;;;
0;550;500;0.7;0.1;110;;;845,11566;;;;;;;;;;;;;;;;;
1;550;500;0.7;0.1;110;;;838,31885;;;;;;;;;;;;;;;;;
2;550;500;0.7;0.1;110;;;862,59204;;;;;;;;;;;;;;;;;
3;550;500;0.7;0.1;110;;;961,34064;;;;;;;;;;;;;;;;;
4;550;500;0.7;0.1;110;;;849,5535;;;;;;;;;;;;;;;;;
5;550;500;0.7;0.1;110;;;837,061;;;;;;;;;;;;;;;;;
6;550;500;0.7;0.1;110;;;828,08075;;;;;;;;;;;;;;;;;
7;550;500;0.7;0.1;110;;;909,3252;;;;;;;;;;;;;;;;;
8;550;500;0.7;0.1;110;;;869,69336;;Best;Worst;Average;;;;;;;;;;;;;
9;550;500;0.7;0.1;110;;;849,19275;;828,08075;961,34064;865,027375;;;;;;;;;;;;;
0;550;550;0.7;0.1;110;;;849,6388;;;;;;;;;;;;;;;;;
1;550;550;0.7;0.1;110;;;911,62354;;;;;;;;;;;;;;;;;
2;550;550;0.7;0.1;110;;;889,9243;;;;;;;;;;;;;;;;;
3;550;550;0.7;0.1;110;;;908,206;;;;;;;;;;;;;;;;;
4;550;550;0.7;0.1;110;;;830,7667;;;;;;;;;;;;;;;;;
5;550;550;0.7;0.1;110;;;887,32996;;;;;;;;;;;;;;;;;
6;550;550;0.7;0.1;110;;;911,6594;;;;;;;;;;;;;;;;;
7;550;550;0.7;0.1;110;;;834,14966;;;;;;;;;;;;;;;;;
8;550;550;0.7;0.1;110;;;910,9232;;Best;Worst;Average;;;;;;;;;;;;;
9;550;550;0.7;0.1;110;;;845,808;;830,7667;911,6594;878,002956;;;;;;;;;;;;;
0;550;600;0.7;0.1;110;;;839,7828;;;;;;;;;;;;;;;;;
1;550;600;0.7;0.1;110;;;878,4443;;;;;;;;;;;;;;;;;
2;550;600;0.7;0.1;110;;;870,49976;;;;;;;;;;;;;;;;;
3;550;600;0.7;0.1;110;;;859,21014;;;;;;;;;;;;;;;;;
4;550;600;0.7;0.1;110;;;837,5555;;;;;;;;;;;;;;;;;
5;550;600;0.7;0.1;110;;;855,967;;;;;;;;;;;;;;;;;
6;550;600;0.7;0.1;110;;;910,9933;;;;;;;;;;;;;;;;;
7;550;600;0.7;0.1;110;;;859,2185;;;;;;;;;;;;;;;;;
8;550;600;0.7;0.1;110;;;815,1485;;Best;Worst;Average;;;;;;;;;;;;;
9;550;600;0.7;0.1;110;;;962,48395;;815,1485;962,48395;868,930375;;;;;;;;;;;;;
0;550;650;0.7;0.1;110;;;856,9711;;;;;;;;;;;;;;;;;
1;550;650;0.7;0.1;110;;;889,87775;;;;;;;;;;;;;;;;;
2;550;650;0.7;0.1;110;;;884,6384;;;;;;;;;;;;;;;;;
3;550;650;0.7;0.1;110;;;864,29175;;;;;;;;;;;;;;;;;
4;550;650;0.7;0.1;110;;;869,1352;;;;;;;;;;;;;;;;;
5;550;650;0.7;0.1;110;;;897,2094;;;;;;;;;;;;;;;;;
6;550;650;0.7;0.1;110;;;875,3873;;;;;;;;;;;;;;;;;
7;550;650;0.7;0.1;110;;;905,3832;;;;;;;;;;;;;;;;;
8;550;650;0.7;0.1;110;;;923,4348;;Best;Worst;Average;;;;;;;;;;;;;
9;550;650;0.7;0.1;110;;;918,85175;;856,9711;923,4348;888,518065;;;;;;;;;;;;;
0;550;700;0.7;0.1;110;;;942,44714;;;;;;;;;;;;;;;;;
1;550;700;0.7;0.1;110;;;885,6466;;;;;;;;;;;;;;;;;
2;550;700;0.7;0.1;110;;;871,35864;;;;;;;;;;;;;;;;;
3;550;700;0.7;0.1;110;;;888,2708;;;;;;;;;;;;;;;;;
4;550;700;0.7;0.1;110;;;882,7179;;;;;;;;;;;;;;;;;
5;550;700;0.7;0.1;110;;;825,74347;;;;;;;;;;;;;;;;;
6;550;700;0.7;0.1;110;;;852,4121;;;;;;;;;;;;;;;;;
7;550;700;0.7;0.1;110;;;812,9033;;;;;;;;;;;;;;;;;
8;550;700;0.7;0.1;110;;;816,67694;;Best;Worst;Average;;;;;;;;;;;;;
9;550;700;0.7;0.1;110;;;823,76074;;812,9033;942,44714;860,193763;;;;;;;;;;;;;
0;550;750;0.7;0.1;110;;;844,29767;;;;;;;;;;;;;;;;;
1;550;750;0.7;0.1;110;;;841,9429;;;;;;;;;;;;;;;;;
2;550;750;0.7;0.1;110;;;932,50006;;;;;;;;;;;;;;;;;
3;550;750;0.7;0.1;110;;;852,2284;;;;;;;;;;;;;;;;;
4;550;750;0.7;0.1;110;;;991,008;;;;;;;;;;;;;;;;;
5;550;750;0.7;0.1;110;;;927,71625;;;;;;;;;;;;;;;;;
6;550;750;0.7;0.1;110;;;904,4487;;;;;;;;;;;;;;;;;
7;550;750;0.7;0.1;110;;;867,4091;;;;;;;;;;;;;;;;;
8;550;750;0.7;0.1;110;;;866,677;;Best;Worst;Average;;;;;;;;;;;;;
9;550;750;0.7;0.1;110;;;977,31604;;841,9429;991,008;900,554412;;;;;;;;;;;;;
0;550;800;0.7;0.1;110;;;861,49005;;;;;;;;;;;;;;;;;
1;550;800;0.7;0.1;110;;;919,77356;;;;;;;;;;;;;;;;;
2;550;800;0.7;0.1;110;;;936,03625;;;;;;;;;;;;;;;;;
3;550;800;0.7;0.1;110;;;851,19;;;;;;;;;;;;;;;;;
4;550;800;0.7;0.1;110;;;887,78894;;;;;;;;;;;;;;;;;
5;550;800;0.7;0.1;110;;;897,4025;;;;;;;;;;;;;;;;;
6;550;800;0.7;0.1;110;;;876,5625;;;;;;;;;;;;;;;;;
7;550;800;0.7;0.1;110;;;857,30273;;;;;;;;;;;;;;;;;
8;550;800;0.7;0.1;110;;;928,1971;;Best;Worst;Average;;;;;;;;;;;;;
9;550;800;0.7;0.1;110;;;839,053;;839,053;936,03625;885,479663;;;;;;;;;;;;;
0;550;850;0.7;0.1;110;;;871,6231;;;;;;;;;;;;;;;;;
1;550;850;0.7;0.1;110;;;863,91986;;;;;;;;;;;;;;;;;
2;550;850;0.7;0.1;110;;;876,9262;;;;;;;;;;;;;;;;;
3;550;850;0.7;0.1;110;;;911,8096;;;;;;;;;;;;;;;;;
4;550;850;0.7;0.1;110;;;892,7624;;;;;;;;;;;;;;;;;
5;550;850;0.7;0.1;110;;;832,1935;;;;;;;;;;;;;;;;;
6;550;850;0.7;0.1;110;;;843,0719;;;;;;;;;;;;;;;;;
7;550;850;0.7;0.1;110;;;838,4717;;;;;;;;;;;;;;;;;
8;550;850;0.7;0.1;110;;;887,7049;;Best;Worst;Average;;;;;;;;;;;;;
9;550;850;0.7;0.1;110;;;877,4352;;832,1935;911,8096;869,591836;;;;;;;;;;;;;
0;550;900;0.7;0.1;110;;;842,6738;;;;;;;;;;;;;;;;;
1;550;900;0.7;0.1;110;;;814,4222;;;;;;;;;;;;;;;;;
2;550;900;0.7;0.1;110;;;906,3666;;;;;;;;;;;;;;;;;
3;550;900;0.7;0.1;110;;;868,009;;;;;;;;;;;;;;;;;
4;550;900;0.7;0.1;110;;;839,4809;;;;;;;;;;;;;;;;;
5;550;900;0.7;0.1;110;;;843,78564;;;;;;;;;;;;;;;;;
6;550;900;0.7;0.1;110;;;851,6948;;;;;;;;;;;;;;;;;
7;550;900;0.7;0.1;110;;;835,0131;;;;;;;;;;;;;;;;;
8;550;900;0.7;0.1;110;;;864,25134;;Best;Worst;Average;;;;;;;;;;;;;
9;550;900;0.7;0.1;110;;;869,4551;;814,4222;906,3666;853,515248;;;;;;;;;;;;;
0;550;950;0.7;0.1;110;;;897,1065;;;;;;;;;;;;;;;;;
1;550;950;0.7;0.1;110;;;832,6336;;;;;;;;;;;;;;;;;
2;550;950;0.7;0.1;110;;;874,7006;;;;;;;;;;;;;;;;;
3;550;950;0.7;0.1;110;;;842,0435;;;;;;;;;;;;;;;;;
4;550;950;0.7;0.1;110;;;875,4155;;;;;;;;;;;;;;;;;
5;550;950;0.7;0.1;110;;;812,5932;;;;;;;;;;;;;;;;;
6;550;950;0.7;0.1;110;;;886,03625;;;;;;;;;;;;;;;;;
7;550;950;0.7;0.1;110;;;828,5213;;;;;;;;;;;;;;;;;
8;550;950;0.7;0.1;110;;;942,98883;;Best;Worst;Average;;;;;;;;;;;;;
9;550;950;0.7;0.1;110;;;840,7583;;812,5932;942,98883;863,279758;;;;;;;;;;;;;
0;550;1000;0.7;0.1;110;;;917,37396;;;;;;;;;;;;;;;;;
1;550;1000;0.7;0.1;110;;;859,4221;;;;;;;;;;;;;;;;;
2;550;1000;0.7;0.1;110;;;899,227;;;;;;;;;;;;;;;;;
3;550;1000;0.7;0.1;110;;;858,049;;;;;;;;;;;;;;;;;
4;550;1000;0.7;0.1;110;;;840,8463;;;;;;;;;;;;;;;;;
5;550;1000;0.7;0.1;110;;;877,5745;;;;;;;;;;;;;;;;;
6;550;1000;0.7;0.1;110;;;890,4466;;;;;;;;;;;;;;;;;
7;550;1000;0.7;0.1;110;;;884,4859;;;;;;;;;;;;;;;;;
8;550;1000;0.7;0.1;110;;;824,75946;;Best;Worst;Average;;;;;;;;;;;;;
9;550;1000;0.7;0.1;110;;;891,03564;;824,75946;917,37396;874,322046;;;;;;;;;;;;;
0;600;100;0.7;0.1;120;;;970,8793;;;;;;;;;;;;;;;;;
1;600;100;0.7;0.1;120;;;920,08563;;;;;;;;;;;;;;;;;
2;600;100;0.7;0.1;120;;;866,9649;;;;;;;;;;;;;;;;;
3;600;100;0.7;0.1;120;;;857,733;;;;;;;;;;;;;;;;;
4;600;100;0.7;0.1;120;;;888,3062;;;;;;;;;;;;;;;;;
5;600;100;0.7;0.1;120;;;896,8013;;;;;;;;;;;;;;;;;
6;600;100;0.7;0.1;120;;;867,7921;;;;;;;;;;;;;;;;;
7;600;100;0.7;0.1;120;;;923,7042;;;;;;;;;;;;;;;;;
8;600;100;0.7;0.1;120;;;984,85767;;Best;Worst;Average;;;;;;;;;;;;;
9;600;100;0.7;0.1;120;;;925,8804;;857,733;984,85767;910,30047;;;;;;;;;;;;;
0;600;150;0.7;0.1;120;;;847,1781;;;;;;;;;;;;;;;;;
1;600;150;0.7;0.1;120;;;853,498;;;;;;;;;;;;;;;;;
2;600;150;0.7;0.1;120;;;871,60254;;;;;;;;;;;;;;;;;
3;600;150;0.7;0.1;120;;;870,46136;;;;;;;;;;;;;;;;;
4;600;150;0.7;0.1;120;;;919,29987;;;;;;;;;;;;;;;;;
5;600;150;0.7;0.1;120;;;817,08307;;;;;;;;;;;;;;;;;
6;600;150;0.7;0.1;120;;;886,86615;;;;;;;;;;;;;;;;;
7;600;150;0.7;0.1;120;;;1000,71014;;;;;;;;;;;;;;;;;
8;600;150;0.7;0.1;120;;;812,7828;;Best;Worst;Average;;;;;;;;;;;;;
9;600;150;0.7;0.1;120;;;953,69104;;812,7828;1000,71014;883,317307;;;;;;;;;;;;;
0;600;200;0.7;0.1;120;;;866,6024;;;;;;;;;;;;;;;;;
1;600;200;0.7;0.1;120;;;917,9217;;;;;;;;;;;;;;;;;
2;600;200;0.7;0.1;120;;;987,9692;;;;;;;;;;;;;;;;;
3;600;200;0.7;0.1;120;;;913,3368;;;;;;;;;;;;;;;;;
4;600;200;0.7;0.1;120;;;901,1101;;;;;;;;;;;;;;;;;
5;600;200;0.7;0.1;120;;;910,21;;;;;;;;;;;;;;;;;
6;600;200;0.7;0.1;120;;;863,85425;;;;;;;;;;;;;;;;;
7;600;200;0.7;0.1;120;;;856,52014;;;;;;;;;;;;;;;;;
8;600;200;0.7;0.1;120;;;883,9338;;Best;Worst;Average;;;;;;;;;;;;;
9;600;200;0.7;0.1;120;;;804,06476;;804,06476;987,9692;890,552315;;;;;;;;;;;;;
0;600;250;0.7;0.1;120;;;877,81586;;;;;;;;;;;;;;;;;
1;600;250;0.7;0.1;120;;;895,7767;;;;;;;;;;;;;;;;;
2;600;250;0.7;0.1;120;;;864,0253;;;;;;;;;;;;;;;;;
3;600;250;0.7;0.1;120;;;895,0914;;;;;;;;;;;;;;;;;
4;600;250;0.7;0.1;120;;;894,138;;;;;;;;;;;;;;;;;
5;600;250;0.7;0.1;120;;;852,9927;;;;;;;;;;;;;;;;;
6;600;250;0.7;0.1;120;;;838,2175;;;;;;;;;;;;;;;;;
7;600;250;0.7;0.1;120;;;904,34076;;;;;;;;;;;;;;;;;
8;600;250;0.7;0.1;120;;;932,7498;;Best;Worst;Average;;;;;;;;;;;;;
9;600;250;0.7;0.1;120;;;887,1685;;838,2175;932,7498;884,231652;;;;;;;;;;;;;
0;600;300;0.7;0.1;120;;;878,69336;;;;;;;;;;;;;;;;;
1;600;300;0.7;0.1;120;;;888,06885;;;;;;;;;;;;;;;;;
2;600;300;0.7;0.1;120;;;855,1214;;;;;;;;;;;;;;;;;
3;600;300;0.7;0.1;120;;;836,54333;;;;;;;;;;;;;;;;;
4;600;300;0.7;0.1;120;;;860,53906;;;;;;;;;;;;;;;;;
5;600;300;0.7;0.1;120;;;871,8378;;;;;;;;;;;;;;;;;
6;600;300;0.7;0.1;120;;;874,1662;;;;;;;;;;;;;;;;;
7;600;300;0.7;0.1;120;;;875,5571;;;;;;;;;;;;;;;;;
8;600;300;0.7;0.1;120;;;863,6314;;Best;Worst;Average;;;;;;;;;;;;;
9;600;300;0.7;0.1;120;;;885,3723;;836,54333;888,06885;868,95308;;;;;;;;;;;;;
0;600;350;0.7;0.1;120;;;852,9937;;;;;;;;;;;;;;;;;
1;600;350;0.7;0.1;120;;;880,146;;;;;;;;;;;;;;;;;
2;600;350;0.7;0.1;120;;;986,59924;;;;;;;;;;;;;;;;;
3;600;350;0.7;0.1;120;;;894,136;;;;;;;;;;;;;;;;;
4;600;350;0.7;0.1;120;;;856,5593;;;;;;;;;;;;;;;;;
