;pop_size;gen;px;pm;tour;;;;;;;;;pop_size;gen;;;;;;;;Best;Worst;Average
5;600;350;0.7;0.1;120;;;927,3593;;;;;;;;;;;;;;;;;
6;600;350;0.7;0.1;120;;;904,624;;;;;;;;;;;;;;;;;
7;600;350;0.7;0.1;120;;;892,3779;;;;;;;;;;;;;;;;;
8;600;350;0.7;0.1;120;;;886,36035;;Best;Worst;Average;;;;;;;;;;;;;
9;600;350;0.7;0.1;120;;;854,9723;;852,9937;986,59924;893,612809;;;;;;;;;;;;;
0;600;400;0.7;0.1;120;;;851,48047;;;;;;;;;;;;;;;;;
1;600;400;0.7;0.1;120;;;867,4532;;;;;;;;;;;;;;;;;
2;600;400;0.7;0.1;120;;;818,8179;;;;;;;;;;;;;;;;;
3;600;400;0.7;0.1;120;;;897,4544;;;;;;;;;;;;;;;;;
4;600;400;0.7;0.1;120;;;905,94794;;;;;;;;;;;;;;;;;
5;600;400;0.7;0.1;120;;;876,23334;;;;;;;;;;;;;;;;;
6;600;400;0.7;0.1;120;;;908,6603;;;;;;;;;;;;;;;;;
7;600;400;0.7;0.1;120;;;951,10944;;;;;;;;;;;;;;;;;
8;600;400;0.7;0.1;120;;;865,42706;;Best;Worst;Average;;;;;;;;;;;;;
9;600;400;0.7;0.1;120;;;1032,3787;;818,8179;1032,3787;897,496275;;;;;;;;;;;;;
0;600;450;0.7;0.1;120;;;887,0462;;;;;;;;;;;;;;;;;
1;600;450;0.7;0.1;120;;;983,57446;;;;;;;;;;;;;;;;;
2;600;450;0.7;0.1;120;;;834,98395;;;;;;;;;;;;;;;;;
3;600;450;0.7;0.1;120;;;830,1081;;;;;;;;;;;;;;;;;
4;600;450;0.7;0.1;120;;;838,6263;;;;;;;;;;;;;;;;;
5;600;450;0.7;0.1;120;;;904,65686;;;;;;;;;;;;;;;;;
6;600;450;0.7;0.1;120;;;893,28827;;;;;;;;;;;;;;;;;
7;600;450;0.7;0.1;120;;;913,165;;;;;;;;;;;;;;;;;
8;600;450;0.7;0.1;120;;;853,05707;;Best;Worst;Average;;;;;;;;;;;;;
9;600;450;0.7;0.1;120;;;945,677;;830,1081;983,57446;888,418321;;;;;;;;;;;;;
0;600;500;0.7;0.1;120;;;819,0175;;;;;;;;;;;;;;;;;
1;600;500;0.7;0.1;120;;;961,72754;;;;;;;;;;;;;;;;;
2;600;500;0.7;0.1;120;;;921,79755;;;;;;;;;;;;;;;;;
3;600;500;0.7;0.1;120;;;859,0856;;;;;;;;;;;;;;;;;
4;600;500;0.7;0.1;120;;;810,69403;;;;;;;;;;;;;;;;;
5;600;500;0.7;0.1;120;;;804,0378;;;;;;;;;;;;;;;;;
6;600;500;0.7;0.1;120;;;810,5735;;;;;;;;;;;;;;;;;
7;600;500;0.7;0.1;120;;;838,6471;;;;;;;;;;;;;;;;;
8;600;500;0.7;0.1;120;;;854,42755;;Best;Worst;Average;;;;;;;;;;;;;
9;600;500;0.7;0.1;120;;;866,80164;;804,0378;961,72754;854,680981;;;;;;;;;;;;;
0;600;550;0.7;0.1;120;;;841,7138;;;;;;;;;;;;;;;;;
1;600;550;0.7;0.1;120;;;879,8222;;;;;;;;;;;;;;;;;
2;600;550;0.7;0.1;120;;;851,641;;;;;;;;;;;;;;;;;
3;600;550;0.7;0.1;120;;;820,7445;;;;;;;;;;;;;;;;;
4;600;550;0.7;0.1;120;;;904,9851;;;;;;;;;;;;;;;;;
5;600;550;0.7;0.1;120;;;971,51263;;;;;;;;;;;;;;;;;
6;600;550;0.7;0.1;120;;;870,85364;;;;;;;;;;;;;;;;;
7;600;550;0.7;0.1;120;;;845,1783;;;;;;;;;;;;;;;;;
8;600;550;0.7;0.1;120;;;885,9381;;Best;Worst;Average;;;;;;;;;;;;;
9;600;550;0.7;0.1;120;;;847,99286;;820,7445;971,51263;872,038213;;;;;;;;;;;;;
0;600;600;0.7;0.1;120;;;862,4043;;;;;;;;;;;;;;;;;
1;600;600;0.7;0.1;120;;;801,8739;;;;;;;;;;;;;;;;;
2;600;600;0.7;0.1;120;;;860,785;;;;;;;;;;;;;;;;;
3;600;600;0.7;0.1;120;;;903,65857;;;;;;;;;;;;;;;;;
4;600;600;0.7;0.1;120;;;828,91144;;;;;;;;;;;;;;;;;
5;600;600;0.7;0.1;120;;;868,2574;;;;;;;;;;;;;;;;;
6;600;600;0.7;0.1;120;;;921,5409;;;;;;;;;;;;;;;;;
7;600;600;0.7;0.1;120;;;865,90717;;;;;;;;;;;;;;;;;
8;600;600;0.7;0.1;120;;;911,73016;;Best;Worst;Average;;;;;;;;;;;;;
9;600;600;0.7;0.1;120;;;892,8253;;801,8739;921,5409;871,789414;;;;;;;;;;;;;
0;600;650;0.7;0.1;120;;;955,9387;;;;;;;;;;;;;;;;;
1;600;650;0.7;0.1;120;;;832,63354;;;;;;;;;;;;;;;;;
2;600;650;0.7;0.1;120;;;844,6877;;;;;;;;;;;;;;;;;
3;600;650;0.7;0.1;120;;;832,63354;;;;;;;;;;;;;;;;;
4;600;650;0.7;0.1;120;;;902,875;;;;;;;;;;;;;;;;;
5;600;650;0.7;0.1;120;;;963,4936;;;;;;;;;;;;;;;;;
6;600;650;0.7;0.1;120;;;797,87177;;;;;;;;;;;;;;;;;
7;600;650;0.7;0.1;120;;;846,79474;;;;;;;;;;;;;;;;;
8;600;650;0.7;0.1;120;;;936,12537;;Best;Worst;Average;;;;;;;;;;;;;
9;600;650;0.7;0.1;120;;;836,811;;797,87177;963,4936;874,986496;;;;;;;;;;;;;
0;600;700;0.7;0.1;120;;;872,47156;;;;;;;;;;;;;;;;;
1;600;700;0.7;0.1;120;;;874,52936;;;;;;;;;;;;;;;;;
2;600;700;0.7;0.1;120;;;837,23865;;;;;;;;;;;;;;;;;
3;600;700;0.7;0.1;120;;;909,28644;;;;;;;;;;;;;;;;;
4;600;700;0.7;0.1;120;;;889,965;;;;;;;;;;;;;;;;;
5;600;700;0.7;0.1;120;;;879,1427;;;;;;;;;;;;;;;;;
6;600;700;0.7;0.1;120;;;887,0957;;;;;;;;;;;;;;;;;
7;600;700;0.7;0.1;120;;;880,32336;;;;;;;;;;;;;;;;;
8;600;700;0.7;0.1;120;;;866,756;;Best;Worst;Average;;;;;;;;;;;;;
9;600;700;0.7;0.1;120;;;816,4642;;816,4642;909,28644;871,327297;;;;;;;;;;;;;
0;600;750;0.7;0.1;120;;;852,483;;;;;;;;;;;;;;;;;
1;600;750;0.7;0.1;120;;;823,2284;;;;;;;;;;;;;;;;;
2;600;750;0.7;0.1;120;;;877,4582;;;;;;;;;;;;;;;;;
3;600;750;0.7;0.1;120;;;870,1424;;;;;;;;;;;;;;;;;
4;600;750;0.7;0.1;120;;;857,5148;;;;;;;;;;;;;;;;;
5;600;750;0.7;0.1;120;;;894,2558;;;;;;;;;;;;;;;;;
6;600;750;0.7;0.1;120;;;835,9524;;;;;;;;;;;;;;;;;
7;600;750;0.7;0.1;120;;;840,6208;;;;;;;;;;;;;;;;;
8;600;750;0.7;0.1;120;;;841,1946;;Best;Worst;Average;;;;;;;;;;;;;
9;600;750;0.7;0.1;120;;;851,88403;;823,2284;894,2558;854,473443;;;;;;;;;;;;;
0;600;800;0.7;0.1;120;;;888,60803;;;;;;;;;;;;;;;;;
1;600;800;0.7;0.1;120;;;917,5724;;;;;;;;;;;;;;;;;
2;600;800;0.7;0.1;120;;;907,03827;;;;;;;;;;;;;;;;;
3;600;800;0.7;0.1;120;;;887,5411;;;;;;;;;;;;;;;;;
4;600;800;0.7;0.1;120;;;848,79047;;;;;;;;;;;;;;;;;
5;600;800;0.7;0.1;120;;;857,16736;;;;;;;;;;;;;;;;;
6;600;800;0.7;0.1;120;;;837,2311;;;;;;;;;;;;;;;;;
7;600;800;0.7;0.1;120;;;910,84375;;;;;;;;;;;;;;;;;
8;600;800;0.7;0.1;120;;;883,3413;;Best;Worst;Average;;;;;;;;;;;;;
9;600;800;0.7;0.1;120;;;839,54596;;837,2311;917,5724;877,767974;;;;;;;;;;;;;
0;600;850;0.7;0.1;120;;;885,912;;;;;;;;;;;;;;;;;
1;600;850;0.7;0.1;120;;;912,59265;;;;;;;;;;;;;;;;;
2;600;850;0.7;0.1;120;;;846,89966;;;;;;;;;;;;;;;;;
3;600;850;0.7;0.1;120;;;862,4192;;;;;;;;;;;;;;;;;
4;600;850;0.7;0.1;120;;;839,0147;;;;;;;;;;;;;;;;;
5;600;850;0.7;0.1;120;;;829,5334;;;;;;;;;;;;;;;;;
6;600;850;0.7;0.1;120;;;858,753;;;;;;;;;;;;;;;;;
7;600;850;0.7;0.1;120;;;869,4551;;;;;;;;;;;;;;;;;
8;600;850;0.7;0.1;120;;;837,91705;;Best;Worst;Average;;;;;;;;;;;;;
9;600;850;0.7;0.1;120;;;988,96106;;829,5334;988,96106;873,145782;;;;;;;;;;;;;
0;600;900;0.7;0.1;120;;;868,46423;;;;;;;;;;;;;;;;;
1;600;900;0.7;0.1;120;;;820,4296;;;;;;;;;;;;;;;;;
2;600;900;0.7;0.1;120;;;856,0621;;;;;;;;;;;;;;;;;
3;600;900;0.7;0.1;120;;;845,5131;;;;;;;;;;;;;;;;;
4;600;900;0.7;0.1;120;;;888,6918;;;;;;;;;;;;;;;;;
5;600;900;0.7;0.1;120;;;896,30865;;;;;;;;;;;;;;;;;
6;600;900;0.7;0.1;120;;;888,3473;;;;;;;;;;;;;;;;;
7;600;900;0.7;0.1;120;;;835,685;;;;;;;;;;;;;;;;;
8;600;900;0.7;0.1;120;;;834,89075;;Best;Worst;Average;;;;;;;;;;;;;
9;600;900;0.7;0.1;120;;;843,4618;;820,4296;896,30865;857,785433;;;;;;;;;;;;;
0;600;950;0.7;0.1;120;;;861,22906;;;;;;;;;;;;;;;;;
1;600;950;0.7;0.1;120;;;853,20496;;;;;;;;;;;;;;;;;
2;600;950;0.7;0.1;120;;;874,1774;;;;;;;;;;;;;;;;;
3;600;950;0.7;0.1;120;;;838,4717;;;;;;;;;;;;;;;;;
4;600;950;0.7;0.1;120;;;896,07056;;;;;;;;;;;;;;;;;
5;600;950;0.7;0.1;120;;;845,02203;;;;;;;;;;;;;;;;;
6;600;950;0.7;0.1;120;;;838,7512;;;;;;;;;;;;;;;;;
7;600;950;0.7;0.1;120;;;860,5916;;;;;;;;;;;;;;;;;
8;600;950;0.7;0.1;120;;;903,58734;;Best;Worst;Average;;;;;;;;;;;;;
9;600;950;0.7;0.1;120;;;925,39014;;838,4717;925,39014;869,649599;;;;;;;;;;;;;
0;600;1000;0.7;0.1;120;;;838,20245;;;;;;;;;;;;;;;;;
1;600;1000;0.7;0.1;120;;;804,03784;;;;;;;;;;;;;;;;;
2;600;1000;0.7;0.1;120;;;839,85236;;;;;;;;;;;;;;;;;
3;600;1000;0.7;0.1;120;;;837,4704;;;;;;;;;;;;;;;;;
4;600;1000;0.7;0.1;120;;;865,99384;;;;;;;;;;;;;;;;;
5;600;1000;0.7;0.1;120;;;912,875;;;;;;;;;;;;;;;;;
6;600;1000;0.7;0.1;120;;;925,45154;;;;;;;;;;;;;;;;;
7;600;1000;0.7;0.1;120;;;851,26526;;;;;;;;;;;;;;;;;
8;600;1000;0.7;0.1;120;;;891,1839;;Best;Worst;Average;;;;;;;;;;;;;
9;600;1000;0.7;0.1;120;;;898,8927;;804,03784;925,45154;866,522529;;;;;;;;;;;;;
0;650;100;0.7;0.1;130;;;856,8486;;;;;;;;;;;;;;;;;
1;650;100;0.7;0.1;130;;;919,26855;;;;;;;;;;;;;;;;;
2;650;100;0.7;0.1;130;;;1074,5377;;;;;;;;;;;;;;;;;
3;650;100;0.7;0.1;130;;;1033,7083;;;;;;;;;;;;;;;;;
4;650;100;0.7;0.1;130;;;836,1596;;;;;;;;;;;;;;;;;
5;650;100;0.7;0.1;130;;;849,1176;;;;;;;;;;;;;;;;;
6;650;100;0.7;0.1;130;;;879,1149;;;;;;;;;;;;;;;;;
7;650;100;0.7;0.1;130;;;919,08594;;;;;;;;;;;;;;;;;
8;650;100;0.7;0.1;130;;;908,15454;;Best;Worst;Average;;;;;;;;;;;;;
9;650;100;0.7;0.1;130;;;953,8125;;836,1596;1074,5377;922,980823;;;;;;;;;;;;;
0;650;150;0.7;0.1;130;;;923,50183;;;;;;;;;;;;;;;;;
1;650;150;0.7;0.1;130;;;888,14685;;;;;;;;;;;;;;;;;
2;650;150;0.7;0.1;130;;;938,33356;;;;;;;;;;;;;;;;;
3;650;150;0.7;0.1;130;;;924,8342;;;;;;;;;;;;;;;;;
4;650;150;0.7;0.1;130;;;855,8981;;;;;;;;;;;;;;;;;
5;650;150;0.7;0.1;130;;;846,4741;;;;;;;;;;;;;;;;;
6;650;150;0.7;0.1;130;;;922,2456;;;;;;;;;;;;;;;;;
7;650;150;0.7;0.1;130;;;1010,1439;;;;;;;;;;;;;;;;;
8;650;150;0.7;0.1;130;;;951,69855;;Best;Worst;Average;;;;;;;;;;;;;
9;650;150;0.7;0.1;130;;;863,427;;846,4741;1010,1439;912,470369;;;;;;;;;;;;;
0;650;200;0.7;0.1;130;;;937,4895;;;;;;;;;;;;;;;;;
1;650;200;0.7;0.1;130;;;822,1068;;;;;;;;;;;;;;;;;
2;650;200;0.7;0.1;130;;;855,6649;;;;;;;;;;;;;;;;;
3;650;200;0.7;0.1;130;;;976,80597;;;;;;;;;;;;;;;;;
4;650;200;0.7;0.1;130;;;854,42755;;;;;;;;;;;;;;;;;
5;650;200;0.7;0.1;130;;;921,8856;;;;;;;;;;;;;;;;;
6;650;200;0.7;0.1;130;;;911,91077;;;;;;;;;;;;;;;;;
7;650;200;0.7;0.1;130;;;897,3682;;;;;;;;;;;;;;;;;
8;650;200;0.7;0.1;130;;;1038,4349;;Best;Worst;Average;;;;;;;;;;;;;
9;650;200;0.7;0.1;130;;;884,6468;;822,1068;1038,4349;910,074099;;;;;;;;;;;;;
0;650;250;0.7;0.1;130;;;879,14276;;;;;;;;;;;;;;;;;
1;650;250;0.7;0.1;130;;;861,52875;;;;;;;;;;;;;;;;;
2;650;250;0.7;0.1;130;;;842,9782;;;;;;;;;;;;;;;;;
3;650;250;0.7;0.1;130;;;884,1672;;;;;;;;;;;;;;;;;
4;650;250;0.7;0.1;130;;;897,7581;;;;;;;;;;;;;;;;;
5;650;250;0.7;0.1;130;;;908,88934;;;;;;;;;;;;;;;;;
6;650;250;0.7;0.1;130;;;866,48645;;;;;;;;;;;;;;;;;
7;650;250;0.7;0.1;130;;;914,1273;;;;;;;;;;;;;;;;;
8;650;250;0.7;0.1;130;;;963,34265;;Best;Worst;Average;;;;;;;;;;;;;
9;650;250;0.7;0.1;130;;;864,70856;;842,9782;963,34265;888,312931;;;;;;;;;;;;;
0;650;300;0.7;0.1;130;;;921,37415;;;;;;;;;;;;;;;;;
1;650;300;0.7;0.1;130;;;871,81976;;;;;;;;;;;;;;;;;
2;650;300;0.7;0.1;130;;;875,2109;;;;;;;;;;;;;;;;;
3;650;300;0.7;0.1;130;;;878,9021;;;;;;;;;;;;;;;;;
4;650;300;0.7;0.1;130;;;869,23395;;;;;;;;;;;;;;;;;
5;650;300;0.7;0.1;130;;;838,57336;;;;;;;;;;;;;;;;;
6;650;300;0.7;0.1;130;;;829,1403;;;;;;;;;;;;;;;;;
7;650;300;0.7;0.1;130;;;849,6989;;;;;;;;;;;;;;;;;
8;650;300;0.7;0.1;130;;;971,82947;;Best;Worst;Average;;;;;;;;;;;;;
9;650;300;0.7;0.1;130;;;900,97705;;829,1403;971,82947;880,675994;;;;;;;;;;;;;
0;650;350;0.7;0.1;130;;;910,5855;;;;;;;;;;;;;;;;;
1;650;350;0.7;0.1;130;;;827,69257;;;;;;;;;;;;;;;;;
2;650;350;0.7;0.1;130;;;849,0681;;;;;;;;;;;;;;;;;
3;650;350;0.7;0.1;130;;;865,69855;;;;;;;;;;;;;;;;;
4;650;350;0.7;0.1;130;;;842,8776;;;;;;;;;;;;;;;;;
5;650;350;0.7;0.1;130;;;922,6977;;;;;;;;;;;;;;;;;
6;650;350;0.7;0.1;130;;;882,74615;;;;;;;;;;;;;;;;;
7;650;350;0.7;0.1;130;;;925,07556;;;;;;;;;;;;;;;;;
8;650;350;0.7;0.1;130;;;859,9455;;Best;Worst;Average;;;;;;;;;;;;;
9;650;350;0.7;0.1;130;;;811,069;;811,069;925,07556;869,745623;;;;;;;;;;;;;
0;650;400;0.7;0.1;130;;;822,8635;;;;;;;;;;;;;;;;;
1;650;400;0.7;0.1;130;;;879,3844;;;;;;;;;;;;;;;;;
2;650;400;0.7;0.1;130;;;887,419;;;;;;;;;;;;;;;;;
3;650;400;0.7;0.1;130;;;934,171;;;;;;;;;;;;;;;;;
4;650;400;0.7;0.1;130;;;870,7156;;;;;;;;;;;;;;;;;
5;650;400;0.7;0.1;130;;;811,1895;;;;;;;;;;;;;;;;;
6;650;400;0.7;0.1;130;;;806,4824;;;;;;;;;;;;;;;;;
7;650;400;0.7;0.1;130;;;867,0881;;;;;;;;;;;;;;;;;
8;650;400;0.7;0.1;130;;;908,70496;;Best;Worst;Average;;;;;;;;;;;;;
9;650;400;0.7;0.1;130;;;803,4315;;803,4315;934,171;859,144996;;;;;;;;;;;;;
0;650;450;0.7;0.1;130;;;911,7751;;;;;;;;;;;;;;;;;
1;650;450;0.7;0.1;130;;;843,5563;;;;;;;;;;;;;;;;;
2;650;450;0.7;0.1;130;;;900,57355;;;;;;;;;;;;;;;;;
3;650;450;0.7;0.1;130;;;813,69684;;;;;;;;;;;;;;;;;
4;650;450;0.7;0.1;130;;;885,9859;;;;;;;;;;;;;;;;;
5;650;450;0.7;0.1;130;;;888,21796;;;;;;;;;;;;;;;;;
6;650;450;0.7;0.1;130;;;878,09326;;;;;;;;;;;;;;;;;
7;650;450;0.7;0.1;130;;;874,8328;;;;;;;;;;;;;;;;;
8;650;450;0.7;0.1;130;;;871,56506;;Best;Worst;Average;;;;;;;;;;;;;
9;650;450;0.7;0.1;130;;;882,29175;;813,69684;911,7751;875,058852;;;;;;;;;;;;;
0;650;500;0.7;0.1;130;;;839,169;;;;;;;;;;;;;;;;;
1;650;500;0.7;0.1;130;;;925,75385;;;;;;;;;;;;;;;;;
2;650;500;0.7;0.1;130;;;829,4113;;;;;;;;;;;;;;;;;
3;650;500;0.7;0.1;130;;;905,03784;;;;;;;;;;;;;;;;;
4;650;500;0.7;0.1;130;;;840,1259;;;;;;;;;;;;;;;;;
5;650;500;0.7;0.1;130;;;896,5144;;;;;;;;;;;;;;;;;
6;650;500;0.7;0.1;130;;;856,2679;;;;;;;;;;;;;;;;;
7;650;500;0.7;0.1;130;;;840,28955;;;;;;;;;;;;;;;;;
8;650;500;0.7;0.1;130;;;858,2924;;Best;Worst;Average;;;;;;;;;;;;;
9;650;500;0.7;0.1;130;;;927,76935;;829,4113;927,76935;871,863149;;;;;;;;;;;;;
0;650;550;0.7;0.1;130;;;875,51776;;;;;;;;;;;;;;;;;
1;650;550;0.7;0.1;130;;;910,2158;;;;;;;;;;;;;;;;;
2;650;550;0.7;0.1;130;;;901,30023;;;;;;;;;;;;;;;;;
3;650;550;0.7;0.1;130;;;822,1068;;;;;;;;;;;;;;;;;
4;650;550;0.7;0.1;130;;;970,43225;;;;;;;;;;;;;;;;;
5;650;550;0.7;0.1;130;;;845,0207;;;;;;;;;;;;;;;;;
6;650;550;0.7;0.1;130;;;938,46826;;;;;;;;;;;;;;;;;
7;650;550;0.7;0.1;130;;;870,603;;;;;;;;;;;;;;;;;
8;650;550;0.7;0.1;130;;;886,1095;;Best;Worst;Average;;;;;;;;;;;;;
9;650;550;0.7;0.1;130;;;930,9249;;822,1068;970,43225;895,06992;;;;;;;;;;;;;
0;650;600;0.7;0.1;130;;;843,9568;;;;;;;;;;;;;;;;;
1;650;600;0.7;0.1;130;;;921,9915;;;;;;;;;;;;;;;;;
2;650;600;0.7;0.1;130;;;797,87177;;;;;;;;;;;;;;;;;
3;650;600;0.7;0.1;130;;;830,1231;;;;;;;;;;;;;;;;;
4;650;600;0.7;0.1;130;;;1041,2593;;;;;;;;;;;;;;;;;
5;650;600;0.7;0.1;130;;;898,41266;;;;;;;;;;;;;;;;;
6;650;600;0.7;0.1;130;;;812,7828;;;;;;;;;;;;;;;;;
7;650;600;0.7;0.1;130;;;868,37067;;;;;;;;;;;;;;;;;
8;650;600;0.7;0.1;130;;;860,9284;;Best;Worst;Average;;;;;;;;;;;;;
9;650;600;0.7;0.1;130;;;957,79126;;797,87177;1041,2593;883,348826;;;;;;;;;;;;;
0;650;650;0.7;0.1;130;;;844,25696;;;;;;;;;;;;;;;;;
1;650;650;0.7;0.1;130;;;853,4487;;;;;;;;;;;;;;;;;
2;650;650;0.7;0.1;130;;;843,95404;;;;;;;;;;;;;;;;;
3;650;650;0.7;0.1;130;;;863,99817;;;;;;;;;;;;;;;;;
4;650;650;0.7;0.1;130;;;837,9309;;;;;;;;;;;;;;;;;
5;650;650;0.7;0.1;130;;;854,6045;;;;;;;;;;;;;;;;;
6;650;650;0.7;0.1;130;;;821,02856;;;;;;;;;;;;;;;;;
7;650;650;0.7;0.1;130;;;990,8528;;;;;;;;;;;;;;;;;
8;650;650;0.7;0.1;130;;;868,7473;;Best;Worst;Average;;;;;;;;;;;;;
9;650;650;0.7;0.1;130;;;835,9541;;821,02856;990,8528;861,477603;;;;;;;;;;;;;
0;650;700;0.7;0.1;130;;;835,398;;;;;;;;;;;;;;;;;
1;650;700;0.7;0.1;130;;;914,36914;;;;;;;;;;;;;;;;;
2;650;700;0.7;0.1;130;;;870,9518;;;;;;;;;;;;;;;;;
3;650;700;0.7;0.1;130;;;893,46313;;;;;;;;;;;;;;;;;
4;650;700;0.7;0.1;130;;;899,0151;;;;;;;;;;;;;;;;;
5;650;700;0.7;0.1;130;;;869,5961;;;;;;;;;;;;;;;;;
6;650;700;0.7;0.1;130;;;841,2816;;;;;;;;;;;;;;;;;
7;650;700;0.7;0.1;130;;;843,4133;;;;;;;;;;;;;;;;;
8;650;700;0.7;0.1;130;;;919,2417;;Best;Worst;Average;;;;;;;;;;;;;
9;650;700;0.7;0.1;130;;;846,3143;;835,398;919,2417;873,304417;;;;;;;;;;;;;
0;650;750;0.7;0.1;130;;;907,55286;;;;;;;;;;;;;;;;;
1;650;750;0.7;0.1;130;;;863,93555;;;;;;;;;;;;;;;;;
2;650;750;0.7;0.1;130;;;856,3263;;;;;;;;;;;;;;;;;
3;650;750;0.7;0.1;130;;;815,552;;;;;;;;;;;;;;;;;
4;650;750;0.7;0.1;130;;;862,0117;;;;;;;;;;;;;;;;;
5;650;750;0.7;0.1;130;;;895,4084;;;;;;;;;;;;;;;;;
6;650;750;0.7;0.1;130;;;933,2055;;;;;;;;;;;;;;;;;
7;650;750;0.7;0.1;130;;;867,9246;;;;;;;;;;;;;;;;;
8;650;750;0.7;0.1;130;;;891,1264;;Best;Worst;Average;;;;;;;;;;;;;
9;650;750;0.7;0.1;130;;;835,5792;;815,552;933,2055;872,862251;;;;;;;;;;;;;
0;650;800;0.7;0.1;130;;;849,47345;;;;;;;;;;;;;;;;;
1;650;800;0.7;0.1;130;;;881,1241;;;;;;;;;;;;;;;;;
2;650;800;0.7;0.1;130;;;860,2185;;;;;;;;;;;;;;;;;
3;650;800;0.7;0.1;130;;;933,789;;;;;;;;;;;;;;;;;
4;650;800;0.7;0.1;130;;;862,42316;;;;;;;;;;;;;;;;;
5;650;800;0.7;0.1;130;;;869,61475;;;;;;;;;;;;;;;;;
6;650;800;0.7;0.1;130;;;836,0613;;;;;;;;;;;;;;;;;
7;650;800;0.7;0.1;130;;;907,36597;;;;;;;;;;;;;;;;;
8;650;800;0.7;0.1;130;;;856,3114;;Best;Worst;Average;;;;;;;;;;;;;
9;650;800;0.7;0.1;130;;;919,8386;;836,0613;933,789;877,622023;;;;;;;;;;;;;
0;650;850;0.7;0.1;130;;;875,6054;;;;;;;;;;;;;;;;;
1;650;850;0.7;0.1;130;;;839,81433;;;;;;;;;;;;;;;;;
2;650;850;0.7;0.1;130;;;862,1436;;;;;;;;;;;;;;;;;
3;650;850;0.7;0.1;130;;;929,90173;;;;;;;;;;;;;;;;;
4;650;850;0.7;0.1;130;;;868,63855;;;;;;;;;;;;;;;;;
5;650;850;0.7;0.1;130;;;852,4969;;;;;;;;;;;;;;;;;
6;650;850;0.7;0.1;130;;;954,9347;;;;;;;;;;;;;;;;;
7;650;850;0.7;0.1;130;;;843,6096;;;;;;;;;;;;;;;;;
8;650;850;0.7;0.1;130;;;816,34546;;Best;Worst;Average;;;;;;;;;;;;;
9;650;850;0.7;0.1;130;;;944,26544;;816,34546;954,9347;878,775571;;;;;;;;;;;;;
0;650;900;0.7;0.1;130;;;844,03845;;;;;;;;;;;;;;;;;
1;650;900;0.7;0.1;130;;;866,0888;;;;;;;;;;;;;;;;;
2;650;900;0.7;0.1;130;;;836,80914;;;;;;;;;;;;;;;;;
3;650;900;0.7;0.1;130;;;823,6135;;;;;;;;;;;;;;;;;
4;650;900;0.7;0.1;130;;;904,4659;;;;;;;;;;;;;;;;;
5;650;900;0.7;0.1;130;;;834,5987;;;;;;;;;;;;;;;;;
6;650;900;0.7;0.1;130;;;822,7393;;;;;;;;;;;;;;;;;
7;650;900;0.7;0.1;130;;;850,0223;;;;;;;;;;;;;;;;;
8;650;900;0.7;0.1;130;;;922,13556;;Best;Worst;Average;;;;;;;;;;;;;
9;650;900;0.7;0.1;130;;;823,2115;;822,7393;922,13556;852,772315;;;;;;;;;;;;;
0;650;950;0.7;0.1;130;;;887,50024;;;;;;;;;;;;;;;;;
1;650;950;0.7;0.1;130;;;835,0131;;;;;;;;;;;;;;;;;
2;650;950;0.7;0.1;130;;;877,12396;;;;;;;;;;;;;;;;;
3;650;950;0.7;0.1;130;;;868,43896;;;;;;;;;;;;;;;;;
4;650;950;0.7;0.1;130;;;873,7933;;;;;;;;;;;;;;;;;
5;650;950;0.7;0.1;130;;;812,9817;;;;;;;;;;;;;;;;;
6;650;950;0.7;0.1;130;;;834,2261;;;;;;;;;;;;;;;;;
7;650;950;0.7;0.1;130;;;843,89496;;;;;;;;;;;;;;;;;
8;650;950;0.7;0.1;130;;;887,07513;;Best;Worst;Average;;;;;;;;;;;;;
9;650;950;0.7;0.1;130;;;814,5247;;812,9817;887,50024;853,457215;;;;;;;;;;;;;
0;650;1000;0.7;0.1;130;;;858,89496;;;;;;;;;;;;;;;;;
1;650;1000;0.7;0.1;130;;;856,9966;;;;;;;;;;;;;;;;;
2;650;1000;0.7;0.1;130;;;859,7574;;;;;;;;;;;;;;;;;
3;650;1000;0.7;0.1;130;;;854,03577;;;;;;;;;;;;;;;;;
4;650;1000;0.7;0.1;130;;;843,07623;;;;;;;;;;;;;;;;;
5;650;1000;0.7;0.1;130;;;848,1175;;;;;;;;;;;;;;;;;
6;650;1000;0.7;0.1;130;;;874,77106;;;;;;;;;;;;;;;;;
7;650;1000;0.7;0.1;130;;;901,39307;;;;;;;;;;;;;;;;;
8;650;1000;0.7;0.1;130;;;804,0378;;Best;Worst;Average;;;;;;;;;;;;;
9;650;1000;0.7;0.1;130;;;833,9289;;804,0378;901,39307;853,500929;;;;;;;;;;;;;
0;700;100;0.7;0.1;140;;;864,2259;;;;;;;;;;;;;;;;;
1;700;100;0.7;0.1;140;;;919,6186;;;;;;;;;;;;;;;;;
2;700;100;0.7;0.1;140;;;855,50104;;;;;;;;;;;;;;;;;
3;700;100;0.7;0.1;140;;;895,13116;;;;;;;;;;;;;;;;;
4;700;100;0.7;0.1;140;;;853,9688;;;;;;;;;;;;;;;;;
5;700;100;0.7;0.1;140;;;956,7716;;;;;;;;;;;;;;;;;
6;700;100;0.7;0.1;140;;;903,0468;;;;;;;;;;;;;;;;;
7;700;100;0.7;0.1;140;;;890,01904;;;;;;;;;;;;;;;;;
